,age,educational-num,capital-gain,capital-loss,hours-per-week,workclass,marital-status,occupation,relationship,race,gender,native-country
23878,48,10,0,0,24,State-gov,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States
16488,35,9,0,0,60,Private,Divorced,Craft-repair,Not-in-family,White,Male,United-States
6069,25,10,0,0,40,Private,Never-married,Craft-repair,Other-relative,White,Male,United-States
20074,19,10,0,0,20,Private,Never-married,Other-service,Own-child,White,Male,United-States
44933,50,15,0,2415,30,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
22752,39,9,0,0,42,Local-gov,Divorced,Adm-clerical,Own-child,White,Male,United-States
43440,50,14,7298,0,50,Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
37033,40,9,0,0,40,Private,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
46247,22,10,0,0,50,Private,Never-married,Prof-specialty,Own-child,White,Male,United-States
32251,32,9,0,0,50,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
15041,55,14,10520,0,40,Private,Divorced,Sales,Not-in-family,White,Male,United-States
33716,69,4,1848,0,10,Self-emp-not-inc,Never-married,Farming-fishing,Other-relative,White,Male,United-States
10180,34,6,0,0,20,Private,Never-married,Other-service,Unmarried,Black,Female,United-States
11694,45,2,0,0,40,Private,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,Vietnam
11229,24,13,0,0,65,Private,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
3544,44,11,0,0,40,Private,Divorced,Exec-managerial,Unmarried,White,Female,United-States
44553,44,14,15024,0,35,Local-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
10664,35,9,0,0,38,Private,Divorced,Machine-op-inspct,Unmarried,White,Female,Japan
18005,21,9,0,0,30,Private,Never-married,Other-service,Not-in-family,White,Female,United-States
32912,27,13,0,1485,60,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
21849,47,10,7688,0,40,Private,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
1766,21,10,0,0,60,Private,Never-married,Sales,Unmarried,White,Male,United-States
44777,31,11,3137,0,50,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
34472,57,9,0,0,40,Private,Divorced,Adm-clerical,Other-relative,Black,Female,United-States
8104,18,7,0,0,15,Unknown,Never-married,Unknown,Other-relative,White,Female,United-States
12703,38,12,0,0,56,Private,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
19672,20,10,0,0,20,Private,Never-married,Other-service,Own-child,White,Female,United-States
44620,44,13,0,0,55,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
28566,29,10,0,0,40,Private,Divorced,Adm-clerical,Not-in-family,Black,Female,United-States
43851,21,10,0,0,10,Private,Never-married,Prof-specialty,Own-child,White,Female,United-States
36928,38,11,0,0,40,Private,Never-married,Tech-support,Not-in-family,White,Female,United-States
39706,35,9,0,0,48,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
1472,47,14,0,0,40,Local-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
13168,29,9,0,0,50,Self-emp-not-inc,Never-married,Craft-repair,Not-in-family,White,Male,United-States
9785,40,13,0,0,45,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
14905,53,11,0,0,48,Local-gov,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,United-States
23923,62,9,0,0,40,Private,Widowed,Farming-fishing,Unmarried,White,Female,United-States
37318,54,13,0,0,60,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
24876,38,9,0,0,40,Self-emp-not-inc,Separated,Other-service,Unmarried,White,Female,United-States
33002,28,10,0,1902,55,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
34018,44,4,0,0,50,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
24975,80,15,10605,0,10,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
42837,38,13,6849,0,60,Private,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
34780,45,10,0,0,40,Private,Married-civ-spouse,Other-service,Husband,White,Male,United-States
32928,49,11,0,0,40,Private,Never-married,Sales,Other-relative,Black,Male,Unknown
24886,21,10,0,0,50,Private,Never-married,Transport-moving,Own-child,White,Male,United-States
30927,19,9,0,0,40,Unknown,Never-married,Unknown,Unmarried,Black,Female,United-States
15426,37,13,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
18395,25,13,0,0,40,Private,Never-married,Exec-managerial,Own-child,White,Male,United-States
46329,55,9,0,0,40,Private,Divorced,Transport-moving,Not-in-family,White,Male,United-States
10589,20,10,0,0,40,Private,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
39427,28,10,0,0,35,Private,Never-married,Other-service,Unmarried,White,Female,United-States
31838,31,5,0,0,42,Private,Married-civ-spouse,Farming-fishing,Wife,White,Female,United-States
898,24,9,0,0,30,Private,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
17820,35,9,0,0,40,Private,Separated,Other-service,Not-in-family,Black,Male,United-States
5729,35,9,0,0,48,Private,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States
6823,20,9,0,0,35,Private,Never-married,Transport-moving,Own-child,White,Female,United-States
23672,42,11,0,0,37,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
12865,26,13,0,0,30,Self-emp-not-inc,Never-married,Prof-specialty,Own-child,White,Male,United-States
3153,20,10,0,0,10,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
11398,42,14,1151,0,40,State-gov,Divorced,Prof-specialty,Unmarried,White,Female,United-States
16718,34,10,0,0,40,Local-gov,Never-married,Protective-serv,Not-in-family,White,Female,United-States
21178,36,13,0,1485,50,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
40344,61,6,0,0,50,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
41360,40,13,0,0,40,Private,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
25337,22,5,0,0,40,Private,Never-married,Sales,Not-in-family,White,Male,United-States
23637,44,12,0,0,40,Local-gov,Divorced,Tech-support,Not-in-family,Black,Male,United-States
5684,44,9,0,0,40,Private,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
35965,17,6,0,0,10,Private,Never-married,Other-service,Own-child,White,Female,United-States
26139,35,9,0,1408,40,Private,Never-married,Craft-repair,Not-in-family,White,Male,United-States
833,36,14,0,0,40,Federal-gov,Divorced,Tech-support,Not-in-family,White,Female,United-States
22625,46,9,0,0,40,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,White,Male,Germany
10973,34,10,0,0,40,Private,Never-married,Other-service,Own-child,White,Male,United-States
16967,66,4,0,0,4,Unknown,Never-married,Unknown,Not-in-family,White,Male,United-States
15421,20,9,0,0,40,Private,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,Vietnam
11601,59,16,0,1977,55,Self-emp-inc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
29166,25,10,0,0,43,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
5457,25,13,0,0,60,Private,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
7501,32,9,0,0,36,Local-gov,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
13649,39,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
41574,40,10,0,0,40,Private,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
3362,23,10,0,0,20,Private,Never-married,Exec-managerial,Own-child,White,Male,United-States
12359,38,9,0,0,60,Private,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
33249,46,4,0,0,40,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
32586,33,10,0,0,40,Private,Widowed,Adm-clerical,Unmarried,White,Female,United-States
44154,42,9,2885,0,45,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
23377,46,13,0,1590,40,Private,Divorced,Machine-op-inspct,Not-in-family,White,Male,Unknown
36243,34,13,0,0,38,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,United-States
41598,21,3,0,0,40,Private,Never-married,Handlers-cleaners,Not-in-family,White,Male,Mexico
47867,49,9,0,0,40,Private,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
15067,50,10,0,0,40,State-gov,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
13917,38,10,0,0,40,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
12562,31,9,0,0,40,Private,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
12052,27,10,0,0,36,Unknown,Never-married,Unknown,Not-in-family,Black,Male,United-States
29980,24,9,0,0,40,Private,Married-spouse-absent,Transport-moving,Own-child,White,Male,Peru
1379,33,15,7688,0,50,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
8222,76,5,0,0,40,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
42142,54,3,0,0,40,Private,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,Mexico
33252,66,13,0,0,8,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
32808,46,10,0,0,40,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
14574,38,9,0,0,45,Private,Divorced,Tech-support,Not-in-family,White,Male,United-States
18592,42,10,0,0,40,Private,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,United-States
13663,62,14,0,0,48,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
28661,19,10,0,0,25,Private,Never-married,Sales,Own-child,White,Female,United-States
16229,29,9,0,0,48,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
13364,30,9,0,0,40,Local-gov,Married-civ-spouse,Other-service,Husband,White,Male,United-States
7919,66,6,0,0,25,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
22548,18,7,0,0,4,Self-emp-not-inc,Never-married,Other-service,Own-child,White,Female,United-States
36501,37,9,0,0,40,Private,Divorced,Machine-op-inspct,Unmarried,Black,Female,United-States
25370,33,10,0,0,45,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
16046,38,13,0,0,45,Private,Separated,Farming-fishing,Unmarried,White,Female,United-States
18728,29,9,0,0,25,Private,Divorced,Other-service,Not-in-family,White,Female,United-States
8167,50,10,7298,0,40,Local-gov,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
48008,50,14,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
2069,25,9,0,0,40,Private,Never-married,Other-service,Unmarried,Black,Female,Thailand
25766,33,9,0,0,40,Private,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
12637,62,13,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
12409,40,7,0,0,45,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico
20967,51,14,0,0,40,Local-gov,Never-married,Prof-specialty,Own-child,White,Male,United-States
26872,26,9,5013,0,60,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
3081,46,9,0,0,40,Private,Married-civ-spouse,Sales,Wife,White,Female,United-States
44947,40,10,0,0,38,State-gov,Divorced,Adm-clerical,Unmarried,White,Female,United-States
30116,24,11,0,0,45,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
14128,41,11,0,0,63,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
46718,28,9,0,0,40,Private,Never-married,Other-service,Other-relative,White,Male,Mexico
1881,43,9,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
10191,31,9,0,0,65,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
45374,34,10,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
48468,18,8,0,0,12,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
44586,38,9,0,0,40,Private,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
9081,80,9,0,0,14,Unknown,Widowed,Unknown,Not-in-family,White,Female,Canada
47157,53,9,0,0,30,Private,Separated,Transport-moving,Not-in-family,White,Male,United-States
20869,30,10,0,0,40,Private,Married-civ-spouse,Other-service,Wife,White,Female,United-States
28123,35,14,0,0,60,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
19007,30,13,0,0,40,Federal-gov,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
3777,25,9,0,0,40,Private,Never-married,Adm-clerical,Unmarried,White,Female,United-States
38684,60,10,0,0,50,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
25962,38,7,0,0,65,Private,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
30122,44,15,0,0,40,Federal-gov,Divorced,Prof-specialty,Unmarried,White,Male,United-States
29137,57,10,0,0,40,Federal-gov,Divorced,Other-service,Not-in-family,White,Male,United-States
34205,45,14,0,0,50,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
33617,55,11,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
36365,21,9,0,0,10,Private,Never-married,Other-service,Own-child,Black,Male,United-States
43528,59,14,0,0,50,State-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
1523,27,10,0,0,35,Private,Divorced,Sales,Unmarried,White,Female,United-States
44753,51,5,0,0,40,Private,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico
28080,43,9,0,0,40,Private,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
34786,25,9,0,0,40,Federal-gov,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,United-States
21055,30,12,0,0,40,Private,Never-married,Tech-support,Not-in-family,White,Female,United-States
13229,31,9,0,0,40,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
21181,33,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
44138,40,10,0,0,40,Private,Divorced,Machine-op-inspct,Unmarried,Black,Female,United-States
15533,46,9,0,0,42,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
47768,34,13,0,0,40,Private,Never-married,Adm-clerical,Own-child,White,Male,United-States
9995,66,13,401,0,20,Self-emp-not-inc,Divorced,Sales,Not-in-family,White,Male,United-States
29890,54,6,0,0,40,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
27138,34,14,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico
19279,38,9,2829,0,30,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Mexico
42643,32,10,2597,0,40,Private,Married-civ-spouse,Exec-managerial,Own-child,White,Female,Japan
33142,69,10,0,0,25,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
8498,32,13,0,0,40,Private,Never-married,Prof-specialty,Own-child,Black,Female,United-States
1399,36,9,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
23104,35,13,0,0,60,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
45727,55,10,0,0,84,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
9729,31,2,0,2042,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico
19005,45,13,4934,0,50,Local-gov,Divorced,Prof-specialty,Unmarried,White,Female,United-States
38141,51,9,0,0,30,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
11516,20,10,0,0,20,Private,Never-married,Sales,Own-child,White,Female,United-States
29406,66,12,5556,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Yugoslavia
12340,28,14,0,0,55,Local-gov,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
34468,46,10,0,0,40,Private,Married-spouse-absent,Sales,Unmarried,White,Female,United-States
44830,38,9,0,0,22,Private,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
39698,50,7,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
34782,62,9,0,0,32,Private,Widowed,Sales,Not-in-family,White,Female,United-States
48271,46,15,15024,0,40,State-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
44492,20,9,0,0,40,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
11806,33,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
29860,29,10,0,0,20,State-gov,Divorced,Adm-clerical,Own-child,White,Male,United-States
32597,25,13,0,0,15,Private,Never-married,Prof-specialty,Own-child,White,Female,United-States
15994,49,9,0,0,36,Private,Divorced,Sales,Not-in-family,White,Female,United-States
48416,48,9,0,2258,40,Private,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
35988,66,4,0,0,40,Self-emp-inc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
13766,43,6,0,0,40,Private,Separated,Other-service,Unmarried,White,Female,United-States
11953,52,11,0,0,36,Private,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
336,44,5,0,0,55,Private,Divorced,Other-service,Unmarried,White,Female,Dominican-Republic
32732,31,2,0,0,45,Private,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico
33374,36,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
40363,49,9,0,0,40,Private,Married-civ-spouse,Other-service,Husband,White,Male,United-States
