audition_id,actor_id,manager_id,film_id,role_id,audition_round,audition_date,withdrawal_requested,experience_years,role_match_score,accent_match,availability_match,line_accuracy_score,special_skill_match,self_tape_quality_score,manager_rating,prior_collaboration,days_before_deadline,callback
AU000210,A001,M01,F14,RL0317,1,2022-12-17,False,4.1,0.572724,0,0,0.776897,0,0.642401,0.566268,0,28,0
AU000211,A001,M01,F15,RL0341,1,2025-04-02,False,4.1,0.0,0,1,0.649573,0,0.643116,0.808448,1,23,0
AU000212,A001,M01,F16,RL0365,1,2021-03-04,False,4.1,0.094726,0,1,0.802439,0,0.535481,0.612108,0,15,0
AU000213,A001,M01,F17,RL0389,1,2022-12-06,False,4.1,0.343301,0,1,0.516765,0,0.292042,0.600756,0,3,0
AU000214,A001,M01,F18,RL0413,1,2024-08-09,False,4.1,0.0,1,1,0.527999,0,0.394138,0.440666,0,2,0
AU000215,A001,M01,F19,RL0437,1,2022-12-06,False,4.1,0.668531,1,0,0.652271,0,0.431769,0.861418,0,6,1
AU000216,A001,M01,F20,RL0461,1,2025-03-08,False,4.1,0.269614,0,1,0.526903,0,0.207813,0.599424,0,29,1
AU000217,A001,M01,F21,RL0485,1,2021-10-20,False,4.1,0.0468,1,1,0.792505,1,0.626375,0.541458,0,4,1
AU000218,A001,M01,F22,RL0509,1,2024-09-08,False,4.1,0.350949,1,0,0.394725,0,0.725186,0.629536,0,3,0
AU000219,A001,M01,F23,RL0533,1,2023-10-31,False,4.1,0.597301,1,0,0.530081,1,0.206228,0.430067,0,30,0
AU000220,A001,M01,F24,RL0557,1,2021-09-02,False,4.1,0.680828,1,0,0.360331,0,0.344876,0.49534,1,13,1
AU000221,A001,M01,F25,RL0581,1,2023-07-24,False,4.1,0.624908,0,1,0.795014,0,0.929313,0.590533,0,10,0
AU000222,A001,M01,F26,RL0605,1,2023-03-04,False,4.1,0.132811,0,0,0.677405,0,0.361464,0.799746,1,19,0
AU000223,A001,M01,F27,RL0629,1,2024-09-24,False,4.1,0.020341,0,0,0.552218,0,0.558701,0.768256,0,18,0
AU000224,A001,M01,F28,RL0653,1,2024-05-07,False,4.1,0.0,0,0,0.525529,0,0.844893,0.580996,0,27,0
AU000225,A001,M01,F29,RL0677,1,2023-03-10,False,4.1,0.513163,0,0,0.403354,0,0.71707,0.788679,0,2,0
AU000226,A001,M01,F30,RL0701,1,2021-10-04,False,4.1,0.295819,1,0,0.539019,0,0.47116,0.445915,0,4,0
AU000227,A001,M01,F31,RL0725,1,2021-08-20,False,4.1,0.0,0,0,0.640546,1,0.851227,0.259341,0,4,0
AU000228,A001,M01,F32,RL0749,1,2023-06-29,False,4.1,0.163756,0,1,0.688868,0,0.508485,0.753847,0,11,0
AU000229,A001,M01,F33,RL0773,1,2024-06-16,False,4.1,0.534672,0,0,0.304185,0,0.383198,0.830735,1,22,0
AU000230,A001,M01,F34,RL0797,1,2022-01-22,True,4.1,0.410551,0,1,0.285626,0,0.024172,0.685618,0,16,0
AU000231,A001,M01,F35,RL0821,1,2023-08-18,False,4.1,0.395687,1,1,0.829946,1,0.651622,0.423074,1,12,0
AU000232,A001,M01,F36,RL0845,1,2021-06-20,False,4.1,0.42161,0,1,0.695667,0,0.495718,0.616667,0,11,0
AU000233,A001,M01,F37,RL0869,1,2024-09-29,False,4.1,0.113365,0,0,0.456267,0,0.421179,0.419514,0,6,0
AU000234,A001,M01,F38,RL0893,1,2021-10-17,False,4.1,0.0,1,1,0.514363,0,0.239583,0.635708,0,19,1
AU000235,A001,M01,F39,RL0917,1,2022-06-23,False,4.1,0.269949,0,1,0.144634,0,0.560463,0.699678,1,6,0
AU000236,A001,M01,F40,RL0941,1,2021-03-07,False,4.1,0.416762,1,1,0.434438,0,0.424543,0.433873,0,14,0
AU000237,A001,M01,F41,RL0965,1,2022-10-11,True,4.1,0.248487,0,1,0.646296,0,0.556146,0.576823,0,20,0
AU000238,A001,M01,F42,RL0989,1,2024-05-20,False,4.1,0.0048,0,1,0.712154,0,0.784973,0.63087,0,1,0
AU000239,A001,M01,F43,RL1013,1,2021-05-06,False,4.1,0.308344,1,1,0.860325,0,0.544669,0.382243,0,16,0
AU000240,A001,M01,F44,RL1037,1,2023-01-01,False,4.1,0.347161,1,1,0.439771,1,0.795415,0.464908,1,25,0
AU000241,A001,M01,F45,RL1061,1,2025-04-06,False,4.1,0.294791,0,1,0.362774,0,0.555457,0.702558,1,10,0
AU000242,A001,M01,F46,RL1085,1,2024-12-25,False,4.1,0.0,1,1,0.565422,0,0.791973,0.591466,0,8,1
AU000243,A001,M01,F47,RL1109,1,2021-09-30,False,4.1,0.472061,0,1,0.567353,0,0.735558,0.526627,0,26,0
AU000244,A001,M01,F48,RL1133,1,2021-07-11,False,4.1,0.328643,1,0,0.462374,0,0.574138,0.353824,1,8,0
AU000245,A001,M01,F49,RL1157,1,2022-07-17,False,4.1,0.0,1,1,0.233367,1,0.520737,0.695702,1,17,0
AU000246,A001,M01,F01,RL0006,1,2022-05-10,False,4.1,0.0,0,1,0.269238,0,0.722072,0.536331,0,21,1
AU000247,A001,M01,F02,RL0030,1,2023-03-16,False,4.1,0.271969,0,1,0.456578,0,0.746725,0.355389,0,17,0
AU000248,A001,M01,F03,RL0054,1,2024-10-11,False,4.1,0.0,0,0,0.458249,1,0.399333,0.480891,0,24,0
AU000249,A001,M01,F04,RL0078,1,2021-09-25,False,4.1,0.127211,1,0,0.649051,0,0.578093,0.63929,1,21,0
AU000250,A001,M01,F05,RL0102,1,2024-05-26,False,4.1,0.322817,0,1,0.816725,0,0.40892,0.49692,1,21,0
AU000251,A001,M01,F06,RL0126,1,2025-01-02,True,4.1,0.302565,0,0,0.450049,0,0.161447,0.656536,0,23,0
AU000252,A001,M01,F07,RL0150,1,2023-05-26,False,4.1,0.336606,0,1,0.705914,1,0.428407,0.581617,0,7,0
AU000253,A001,M01,F08,RL0174,1,2022-01-15,False,4.1,0.0,0,1,0.145691,0,0.329238,0.62814,1,1,0
AU000254,A001,M01,F09,RL0198,1,2023-04-12,False,4.1,0.181387,0,0,0.62592,0,0.201143,0.496918,1,1,0
AU000255,A001,M01,F10,RL0222,1,2024-02-14,False,4.1,0.115908,1,1,0.281073,1,0.918491,0.575048,0,27,0
AU000256,A001,M01,F11,RL0246,1,2024-12-09,False,4.1,0.0,0,0,0.712318,1,0.457718,0.431382,0,16,0
AU000257,A001,M01,F12,RL0270,1,2023-03-02,False,4.1,0.233865,0,0,0.828184,0,0.232038,0.7826,1,21,0
AU000258,A001,M01,F13,RL0294,1,2023-08-24,False,4.1,0.198732,1,1,0.695885,0,0.613086,0.449692,0,7,0
AU000259,A001,M01,F14,RL0318,1,2021-03-07,False,4.1,0.334759,0,1,0.712586,1,0.60283,0.277387,0,14,1
AU000260,A001,M01,F15,RL0342,1,2022-11-17,False,4.1,0.172694,0,1,0.309027,0,0.664068,0.389211,0,15,0
AU000261,A001,M01,F16,RL0366,1,2022-10-31,False,4.1,0.492554,1,0,0.404626,0,0.478694,0.600172,0,14,0
AU000262,A001,M01,F17,RL0390,1,2021-12-05,False,4.1,0.709758,1,1,0.45847,0,0.146036,0.82434,1,9,0
AU000263,A001,M01,F18,RL0414,1,2024-12-12,False,4.1,0.407775,1,1,0.329859,0,0.454993,0.661383,0,30,0
AU000264,A001,M01,F19,RL0438,1,2022-12-06,False,4.1,0.385893,1,1,0.552609,0,0.177481,0.633735,0,15,1
AU000265,A001,M01,F20,RL0462,1,2024-01-18,False,4.1,0.515497,0,0,0.625507,0,0.166467,0.48729,0,30,0
AU000266,A001,M01,F21,RL0486,1,2022-06-22,False,4.1,0.448405,0,0,0.45556,0,0.636097,0.226269,1,21,0
AU000267,A001,M01,F22,RL0510,1,2025-04-17,False,4.1,0.412098,0,1,0.356537,0,0.456647,0.644732,0,29,0
AU000268,A001,M01,F23,RL0534,1,2025-05-16,False,4.1,0.453983,0,1,0.739727,0,0.341067,0.672741,0,28,0
AU000269,A001,M01,F24,RL0558,1,2021-04-03,False,4.1,0.825737,1,1,0.465093,0,0.879176,0.558346,1,25,0
AU000270,A001,M01,F25,RL0582,1,2021-10-14,False,4.1,0.263021,1,0,0.565046,0,0.654772,0.596388,0,30,0
AU000271,A001,M01,F26,RL0606,1,2022-04-30,False,4.1,0.439645,1,0,0.252684,1,0.473636,0.58969,0,0,0
AU000272,A001,M01,F27,RL0630,1,2025-04-11,False,4.1,0.149552,1,0,0.618394,1,0.730821,0.243284,0,13,0
AU000273,A001,M01,F28,RL0654,1,2021-02-18,False,4.1,0.0,1,1,0.598594,0,0.59488,0.538104,0,9,0
AU000274,A001,M01,F29,RL0678,1,2022-03-15,False,4.1,0.0,0,1,0.022133,0,0.405908,0.790687,0,28,0
AU000275,A001,M01,F30,RL0702,1,2023-12-16,False,4.1,0.369293,0,1,0.114634,1,0.364062,0.684298,0,6,1
AU000276,A001,M01,F31,RL0726,1,2024-02-18,False,4.1,0.345462,1,0,0.85357,1,0.501129,0.665502,0,22,0
AU000277,A001,M01,F32,RL0750,1,2022-09-06,False,4.1,0.0,1,0,0.841109,1,0.795783,0.386978,1,28,0
AU000278,A001,M01,F33,RL0774,1,2025-03-13,False,4.1,0.278042,0,0,0.276059,0,0.149825,0.471533,0,25,0
AU000279,A001,M01,F34,RL0798,1,2025-03-25,False,4.1,0.075754,1,1,0.806926,0,0.198997,0.57424,0,29,0
AU000280,A001,M01,F35,RL0822,1,2024-05-08,False,4.1,0.249478,0,1,0.611739,0,0.410511,0.521703,0,9,0
AU000281,A001,M01,F36,RL0846,1,2022-09-11,False,4.1,0.285836,0,0,0.530152,1,0.467429,0.428552,1,7,0
AU000282,A001,M01,F37,RL0870,1,2023-05-05,False,4.1,0.019979,0,1,0.585521,0,0.839678,0.408714,0,28,0
AU000283,A001,M01,F38,RL0894,1,2024-03-08,False,4.1,0.0,1,0,0.438364,0,0.638926,0.62998,0,22,0
AU000284,A001,M01,F39,RL0918,1,2024-01-16,False,4.1,0.0,0,0,0.798147,0,0.380171,0.399283,0,8,0
AU000285,A001,M01,F40,RL0942,1,2022-10-07,False,4.1,0.286599,0,1,0.741151,1,0.869985,0.452847,0,25,0
AU000286,A001,M01,F41,RL0966,1,2022-08-19,False,4.1,0.0,1,0,0.191057,0,0.77324,0.54398,0,1,0
AU000287,A001,M01,F42,RL0990,1,2024-08-29,False,4.1,0.547519,0,1,0.594661,0,0.617836,0.440906,0,29,0
AU000288,A001,M01,F43,RL1014,1,2023-04-08,False,4.1,0.195732,0,0,0.433037,0,0.795915,0.472764,0,20,0
AU000289,A001,M01,F44,RL1038,1,2024-08-15,False,4.1,0.114341,1,1,0.5575,0,0.378094,0.473312,0,18,0
AU000290,A001,M01,F45,RL1062,1,2021-05-21,False,4.1,0.604611,0,1,0.814253,1,0.411299,0.449769,0,14,1
AU000291,A001,M01,F46,RL1086,1,2021-05-31,False,4.1,0.014471,0,1,0.595465,0,0.231997,0.765297,1,15,0
AU000292,A001,M01,F47,RL1110,1,2021-12-27,False,4.1,0.0,0,1,0.728731,0,0.687951,0.429038,0,2,0
AU000293,A001,M01,F48,RL1134,1,2024-11-13,False,4.1,0.348815,1,1,0.536946,0,0.618277,0.497831,0,15,1
AU000294,A001,M01,F49,RL1158,1,2023-12-12,False,4.1,0.0,0,1,0.275261,1,0.448833,0.51842,0,7,0
AU000295,A001,M01,F01,RL0007,1,2024-05-15,False,4.1,0.237213,0,1,0.442291,0,0.771725,0.670489,0,26,1
AU000296,A001,M01,F02,RL0031,1,2024-09-06,False,4.1,0.149618,1,0,0.44036,0,0.449124,0.576127,0,12,0
AU000297,A001,M01,F03,RL0055,1,2022-06-23,False,4.1,0.389961,0,1,0.506608,1,0.860636,0.509562,1,2,1
AU000298,A001,M01,F04,RL0079,1,2023-12-12,False,4.1,0.037145,0,0,0.563432,0,0.277495,0.353726,0,10,0
AU000299,A001,M01,F05,RL0103,1,2022-01-28,False,4.1,0.0,0,0,0.764054,0,0.589899,0.697911,1,26,0
AU000300,A001,M01,F06,RL0127,1,2025-05-31,False,4.1,0.225789,1,0,0.519197,1,0.547722,0.554393,0,29,0
AU000301,A001,M01,F07,RL0151,1,2022-07-31,False,4.1,0.025049,0,0,0.848344,0,0.248413,0.533106,0,24,0
AU000302,A001,M01,F08,RL0175,1,2021-01-04,False,4.1,0.0,1,0,0.524785,1,0.812882,0.526384,0,9,0
AU000303,A001,M01,F09,RL0199,1,2024-09-19,False,4.1,0.2047,1,1,0.666494,0,0.351088,0.470039,0,5,0
AU000304,A001,M01,F10,RL0223,1,2022-01-26,False,4.1,0.115785,1,0,0.493444,0,0.581205,0.492544,0,30,0
AU000305,A001,M01,F11,RL0247,1,2023-11-20,False,4.1,0.0,1,1,0.740781,0,0.214166,0.596941,1,10,0
AU000306,A001,M01,F12,RL0271,1,2023-02-18,False,4.1,0.376792,0,1,0.790173,1,0.173593,0.33632,1,23,1
AU000307,A001,M01,F13,RL0295,1,2023-01-15,False,4.1,0.383626,1,1,0.488005,1,0.769834,0.455314,0,12,0
AU000308,A001,M01,F14,RL0319,1,2021-05-26,False,4.1,0.0,1,1,0.670819,0,0.474324,0.672593,1,12,0
AU000309,A001,M01,F15,RL0343,1,2021-08-13,False,4.1,0.0,0,1,0.501238,0,0.733121,0.59737,0,10,0
AU000310,A001,M01,F16,RL0367,1,2023-12-31,False,4.1,0.493135,1,1,0.487957,0,0.315441,0.503865,0,25,0
AU000311,A001,M01,F17,RL0391,1,2022-07-23,False,4.1,0.0,0,0,0.386065,0,0.187676,0.598086,0,14,0
AU000312,A001,M01,F18,RL0415,1,2022-10-16,False,4.1,0.0,1,0,0.361084,0,0.519575,0.834297,0,14,0
AU000313,A001,M01,F19,RL0439,1,2024-08-05,True,4.1,0.674484,0,1,0.390496,0,0.718318,0.557226,0,30,0
AU000314,A001,M01,F20,RL0463,1,2021-06-09,False,4.1,0.0,0,1,0.706485,0,0.798238,0.622401,0,12,0
AU000315,A001,M01,F21,RL0487,1,2021-10-20,False,4.1,0.867034,1,1,0.50673,1,0.428305,0.303097,0,14,0
AU000316,A001,M01,F22,RL0511,1,2022-01-14,False,4.1,0.647146,0,1,0.061836,1,0.483204,0.671146,1,20,0
AU000317,A001,M01,F23,RL0535,1,2023-03-06,False,4.1,0.23082,1,0,0.556035,1,0.132756,0.347227,0,12,0
AU000318,A001,M01,F24,RL0559,1,2022-03-21,False,4.1,0.235696,0,0,0.707083,0,0.379059,0.701581,0,21,0
AU000319,A001,M01,F25,RL0583,1,2024-09-17,False,4.1,0.270323,0,0,0.626855,0,0.709345,0.695295,0,13,0
AU000320,A001,M01,F26,RL0607,1,2021-06-11,False,4.1,0.131735,0,1,0.546089,0,0.44162,0.464257,1,0,0
AU000321,A001,M01,F27,RL0631,1,2022-05-20,False,4.1,0.233513,1,0,0.688655,1,0.573379,0.735514,1,23,0
AU000322,A001,M01,F28,RL0655,1,2021-06-28,False,4.1,0.056309,1,1,0.738852,1,0.763011,0.59936,0,9,0
AU000323,A001,M01,F29,RL0679,1,2024-01-16,False,4.1,0.0,0,0,0.525307,0,0.525807,0.54802,0,10,0
AU000324,A001,M01,F30,RL0703,1,2022-04-21,False,4.1,0.47376,1,0,0.775081,0,0.289667,0.576969,0,24,0
AU000325,A001,M01,F31,RL0727,1,2024-11-05,True,4.1,0.453613,1,1,0.588589,0,0.754439,0.642325,1,19,0
AU000326,A001,M01,F32,RL0751,1,2021-09-10,False,4.1,0.15119,0,1,0.205908,1,0.572516,0.62116,0,13,0
AU000327,A001,M01,F33,RL0775,1,2022-01-16,False,4.1,0.437415,0,1,0.326991,0,0.70319,0.69754,0,15,1
AU000328,A001,M01,F34,RL0799,1,2021-04-06,False,4.1,0.076904,0,1,0.133117,0,0.084832,0.564542,1,3,0
AU000329,A001,M01,F35,RL0823,1,2024-08-13,False,4.1,0.0,0,0,0.371676,0,0.130219,0.54189,0,21,0
AU000330,A001,M01,F36,RL0847,1,2021-10-09,False,4.1,0.334985,0,0,0.538488,0,0.609601,0.319397,0,20,0
AU000331,A001,M01,F37,RL0871,1,2023-10-21,False,4.1,0.0,1,1,0.511172,0,0.746593,0.527373,0,16,0
AU000332,A001,M01,F38,RL0895,1,2021-09-28,True,4.1,0.056877,1,0,0.359464,0,0.4831,0.518963,0,26,0
AU000333,A001,M01,F39,RL0919,1,2024-11-20,False,4.1,0.181409,1,0,0.485061,0,0.602494,0.766114,0,18,0
AU000334,A001,M01,F40,RL0943,1,2023-05-16,False,4.1,0.082801,1,1,0.55137,0,0.620348,0.408438,0,8,0
AU000335,A001,M01,F41,RL0967,1,2022-05-13,False,4.1,0.218014,1,0,0.832147,0,0.725771,0.5139,0,9,1
AU000336,A001,M01,F42,RL0991,1,2021-01-20,False,4.1,0.451405,1,0,0.584247,0,0.366756,0.582824,1,11,0
AU000337,A001,M01,F43,RL1015,1,2023-06-27,True,4.1,0.182515,1,1,0.885434,0,0.630608,0.56482,0,13,1
AU000338,A001,M01,F44,RL1039,1,2024-05-16,False,4.1,0.0,0,0,0.475325,0,0.434422,0.744217,1,25,0
AU000339,A001,M01,F45,RL1063,1,2024-05-09,False,4.1,0.322857,0,1,0.656748,0,0.5171,0.580571,0,13,0
AU000340,A001,M01,F46,RL1087,1,2025-06-08,False,4.1,0.0,0,1,0.231883,0,0.729316,0.392547,0,17,0
AU000341,A001,M01,F47,RL1111,1,2022-01-23,False,4.1,0.232462,0,0,0.534067,0,0.099072,0.521206,0,13,0
AU000342,A001,M01,F48,RL1135,1,2022-04-16,False,4.1,0.26818,0,0,0.412935,1,0.435865,0.448896,0,30,0
AU000343,A001,M01,F49,RL1159,1,2024-08-26,False,4.1,0.0,0,1,0.410488,0,0.831681,0.640687,0,16,0
AU000344,A001,M01,F01,RL0008,1,2025-05-06,False,4.1,0.423394,0,0,0.440903,1,0.382261,0.42694,0,12,0
AU000345,A001,M01,F02,RL0032,1,2022-05-21,False,4.1,0.129337,0,1,0.439269,1,0.773115,0.534886,1,20,0
AU000346,A001,M01,F03,RL0056,1,2024-12-08,False,4.1,0.0,0,1,0.763476,1,0.599306,0.651337,1,9,0
AU000347,A001,M01,F04,RL0080,1,2024-02-21,False,4.1,0.0,0,0,0.313489,0,0.783216,0.527745,1,16,0
AU000348,A001,M01,F05,RL0104,1,2022-09-07,False,4.1,0.121199,0,1,0.22775,0,0.570964,0.41442,0,20,0
AU000349,A001,M01,F06,RL0128,1,2024-01-04,False,4.1,0.152928,1,0,0.513623,0,0.591204,0.517051,1,9,0
AU000350,A001,M01,F07,RL0152,1,2025-04-14,True,4.1,0.103307,0,1,0.405201,0,0.423293,0.654782,0,18,0
AU000351,A001,M01,F08,RL0176,1,2024-09-25,False,4.1,0.296067,0,0,0.554878,1,0.385132,0.534263,0,3,0
AU000352,A001,M01,F09,RL0200,1,2021-05-09,False,4.1,0.654174,1,1,0.773899,0,0.196191,0.595641,0,18,1
AU000353,A001,M01,F10,RL0224,1,2025-04-21,False,4.1,0.415417,1,1,0.392056,0,0.554185,0.611542,1,25,1
AU000354,A001,M01,F11,RL0248,1,2024-04-19,False,4.1,0.152792,1,1,0.873295,1,0.269638,0.556207,0,14,1
AU000355,A001,M01,F12,RL0272,1,2023-01-17,False,4.1,0.0,1,1,0.562374,0,0.592681,0.582462,0,6,0
AU000356,A001,M01,F13,RL0296,1,2025-07-08,False,4.1,0.0,0,1,0.163531,1,0.451574,0.601772,1,27,0
AU000357,A001,M01,F14,RL0320,1,2021-12-01,False,4.1,0.134208,0,1,0.776607,0,0.618474,0.462003,0,16,0
AU000358,A001,M01,F15,RL0344,1,2025-05-04,False,4.1,0.401039,1,0,0.632625,1,0.57407,0.387494,0,20,0
AU000359,A001,M01,F16,RL0368,1,2024-02-01,False,4.1,0.502427,0,1,0.83218,0,0.553108,0.498099,0,7,0
AU000360,A001,M01,F17,RL0392,1,2024-07-07,True,4.1,0.375859,1,1,0.797976,1,0.803573,0.667456,0,9,0
AU000361,A001,M01,F18,RL0416,1,2022-03-07,False,4.1,0.461474,0,1,0.503706,0,0.416415,0.657821,0,22,0
AU000362,A001,M01,F19,RL0440,1,2024-01-22,False,4.1,0.189471,0,1,0.495966,0,0.763538,0.502784,0,5,0
AU000363,A001,M01,F20,RL0464,1,2024-02-08,False,4.1,0.125053,1,0,0.694999,0,0.367105,0.565593,1,24,0
AU000364,A001,M01,F21,RL0488,1,2025-03-09,False,4.1,0.746163,1,1,0.474982,0,0.661703,0.574525,1,18,1
AU000365,A001,M01,F22,RL0512,1,2023-02-06,False,4.1,0.0,1,0,0.55894,0,0.546227,0.568106,0,18,0
AU000366,A001,M01,F23,RL0536,1,2022-06-27,False,4.1,0.643306,1,0,0.675689,1,0.161055,0.560238,0,13,0
AU000367,A001,M01,F24,RL0560,1,2024-11-03,False,4.1,0.173297,0,0,0.322957,0,0.57092,0.648423,0,2,0
AU000368,A001,M01,F25,RL0584,1,2021-03-05,False,4.1,0.538676,1,0,0.601536,0,0.815643,0.497825,0,18,0
AU000369,A001,M01,F26,RL0608,1,2022-01-10,False,4.1,0.524546,1,1,0.773198,0,0.573198,0.687159,0,9,1
AU000370,A001,M01,F27,RL0632,1,2024-05-21,False,4.1,0.346566,1,1,0.306223,1,0.713657,0.595472,0,23,0
AU000371,A001,M01,F28,RL0656,1,2024-09-29,False,4.1,0.146967,0,0,0.371052,0,0.475076,0.557708,0,3,0
AU000372,A001,M01,F29,RL0680,1,2025-02-03,False,4.1,0.588171,1,1,0.421795,0,0.491299,0.682658,0,24,0
AU000373,A001,M01,F30,RL0704,1,2024-04-24,False,4.1,0.144992,0,1,0.419371,0,0.363408,0.302827,0,24,0
AU000374,A001,M01,F31,RL0728,1,2023-07-29,False,4.1,0.0,1,0,0.412902,1,0.586234,0.382028,0,30,0
AU000375,A001,M01,F32,RL0752,1,2023-02-11,False,4.1,0.0,0,1,0.598496,1,0.527894,0.505244,0,25,0
AU000376,A001,M01,F33,RL0776,1,2025-04-14,False,4.1,0.475814,0,1,0.833052,0,0.486617,0.767322,0,4,0
AU000377,A001,M01,F34,RL0800,1,2022-05-16,False,4.1,0.0,0,1,0.465889,0,0.396113,0.590917,0,21,0
AU000378,A001,M01,F35,RL0824,1,2024-03-03,True,4.1,0.398803,0,1,0.524323,0,0.624297,0.790604,0,13,0
AU000379,A001,M01,F36,RL0848,1,2022-08-30,False,4.1,0.381906,1,0,0.196299,0,0.39216,0.624629,1,22,0
AU000380,A001,M01,F37,RL0872,1,2021-04-16,False,4.1,0.0,1,1,0.569178,0,0.593741,0.605577,0,14,0
AU000381,A001,M01,F38,RL0896,1,2021-10-22,False,4.1,0.0,1,0,0.465899,0,0.34431,0.426201,1,21,0
AU000382,A001,M01,F39,RL0920,1,2022-01-10,False,4.1,0.179849,0,0,0.758652,1,0.630961,0.633367,0,29,0
AU000383,A001,M01,F40,RL0944,1,2024-10-14,False,4.1,0.149324,1,1,0.750717,0,0.43255,0.586772,0,4,0
AU000384,A001,M01,F41,RL0968,1,2023-07-16,False,4.1,0.0,0,0,0.403612,0,0.635508,0.519715,0,11,0
AU000385,A001,M01,F42,RL0992,1,2023-04-28,False,4.1,0.434265,1,1,0.889277,1,0.801718,0.618414,0,22,0
AU000386,A001,M01,F43,RL1016,1,2023-05-18,False,4.1,0.022863,0,1,0.196816,0,0.635788,0.589659,0,0,0
AU000387,A001,M01,F44,RL1040,1,2022-10-20,False,4.1,0.376188,1,1,0.650867,1,0.640159,0.52716,0,10,1
AU000388,A001,M01,F45,RL1064,1,2024-08-31,False,4.1,0.130649,1,1,0.786787,0,0.359262,0.655114,0,21,1
AU000389,A001,M01,F46,RL1088,1,2022-06-04,False,4.1,0.484004,1,1,0.469811,1,0.222959,0.544275,0,21,0
AU000390,A001,M01,F47,RL1112,1,2022-10-18,False,4.1,0.514673,1,1,0.515201,0,0.477621,0.401714,0,25,0
AU000391,A001,M01,F48,RL1136,1,2023-04-01,False,4.1,0.037006,0,1,0.455588,0,0.85255,0.675246,1,7,0
AU000392,A001,M01,F49,RL1160,1,2021-04-18,False,4.1,0.285358,1,0,0.316046,0,0.618874,0.728208,0,23,1
AU000393,A001,M01,F01,RL0009,1,2022-09-18,False,4.1,0.418874,0,0,0.154657,0,0.52417,0.615892,0,25,0
AU000394,A001,M01,F02,RL0033,1,2025-01-11,False,4.1,0.485997,1,0,0.284657,1,0.214956,0.592145,0,5,0
AU000395,A001,M01,F03,RL0057,1,2023-03-17,False,4.1,0.687692,1,1,0.42278,0,0.558629,0.523645,0,22,0
AU000396,A001,M01,F04,RL0081,1,2023-09-23,False,4.1,0.318368,0,1,0.467787,0,0.266369,0.669875,0,0,0
AU000397,A001,M01,F05,RL0105,1,2023-01-09,False,4.1,0.432595,0,1,0.585524,1,0.730638,0.683773,0,2,0
AU000398,A001,M01,F06,RL0129,1,2023-11-07,False,4.1,0.577525,0,1,0.43127,0,0.613738,0.644928,0,11,1
AU000399,A001,M01,F07,RL0153,1,2022-10-13,False,4.1,0.434702,1,0,0.574924,0,0.551043,0.74543,0,9,1
AU000400,A001,M01,F08,RL0177,1,2025-06-29,False,4.1,0.0,0,0,0.472992,0,0.537886,0.59078,0,14,0
AU000401,A001,M01,F09,RL0201,1,2024-03-25,False,4.1,0.469728,1,0,0.916239,0,0.393018,0.652988,0,16,0
AU000402,A001,M01,F10,RL0225,1,2022-09-26,False,4.1,0.0,0,1,0.522918,0,0.587594,0.555614,0,12,0
AU000403,A001,M01,F11,RL0249,1,2021-06-22,False,4.1,0.441182,0,0,0.779591,1,0.322026,0.566067,1,16,0
AU000404,A001,M01,F12,RL0273,1,2022-04-12,False,4.1,0.396875,0,1,0.557622,0,0.285279,0.569139,0,9,1
AU000405,A001,M01,F13,RL0297,1,2024-09-22,False,4.1,0.230711,0,1,0.280654,0,0.41047,0.662626,0,25,0
AU000406,A001,M01,F14,RL0321,1,2022-11-01,False,4.1,0.252229,0,0,0.638143,0,0.4389,0.427335,0,1,0
AU000407,A001,M01,F15,RL0345,1,2021-04-04,False,4.1,0.0,0,1,0.436103,0,0.476849,0.290935,0,0,0
AU000408,A001,M01,F16,RL0369,1,2025-05-06,False,4.1,0.071564,1,1,0.579645,0,0.402933,0.515275,0,22,0
AU000409,A001,M01,F17,RL0393,1,2021-03-02,False,4.1,0.0,0,1,0.746377,0,0.78275,0.456338,0,28,0
AU000410,A001,M01,F18,RL0417,1,2025-01-25,False,4.1,0.296505,0,1,0.474217,0,0.862796,0.624637,1,4,1
AU000411,A001,M01,F19,RL0441,1,2021-09-07,False,4.1,0.403433,1,0,0.644831,0,0.463064,0.562577,0,19,0
AU000412,A001,M01,F20,RL0465,1,2024-01-02,False,4.1,0.386124,0,1,0.469417,1,0.784019,0.74038,1,29,0
AU000413,A001,M01,F21,RL0489,1,2021-04-20,False,4.1,0.0,0,0,0.267982,1,0.2314,0.390279,0,12,0
AU000414,A001,M01,F22,RL0513,1,2023-03-23,False,4.1,0.313593,0,0,0.720018,0,0.102276,0.583839,0,2,0
AU000415,A001,M01,F23,RL0537,1,2023-08-12,False,4.1,0.0,1,1,0.300535,0,0.508469,0.530115,0,30,0
AU000416,A001,M01,F24,RL0561,1,2023-06-02,False,4.1,0.411771,0,0,0.537193,0,0.602138,0.46424,0,21,0
AU000417,A001,M01,F25,RL0585,1,2023-12-07,True,4.1,0.433264,0,0,0.384201,1,0.442583,0.727032,0,7,0
AU000418,A001,M01,F26,RL0609,1,2024-11-17,False,4.1,0.72188,0,1,0.723761,1,0.529028,0.543343,1,11,1
AU000419,A001,M01,F27,RL0633,1,2022-04-26,False,4.1,0.0,1,0,0.527611,0,0.747939,0.621969,0,10,0
AU000420,A001,M01,F28,RL0657,1,2024-09-22,False,4.1,0.0,0,0,0.30145,0,0.591809,0.693187,0,13,0
