original_index,synthetic_collection_date
2142,2023-07-07
2143,2015-07-07
2144,2023-12-27
2146,2024-01-10
2147,2020-04-05
2148,2017-03-02
2150,2020-09-01
2151,2020-04-03
2153,2019-03-08
2154,2018-08-08
2155,2017-07-02
2156,2025-12-01
2158,2022-03-20
2159,2021-11-16
2160,2021-03-23
2163,2025-05-14
2165,2018-05-16
2166,2019-11-04
2167,2017-08-03
2169,2018-02-18
2171,2024-02-12
2172,2024-11-11
2174,2024-11-26
2175,2025-04-18
2176,2023-06-10
2177,2016-02-20
2180,2023-04-14
2181,2020-01-08
2182,2025-10-14
2183,2023-04-22
2184,2020-04-15
2185,2015-11-01
2186,2019-11-07
2187,2021-09-08
2188,2016-03-09
2189,2025-02-23
2190,2025-11-11
2191,2016-01-09
2193,2015-05-19
2194,2023-09-06
2195,2019-08-02
2196,2022-03-31
2197,2015-11-09
2199,2017-02-16
2200,2019-09-14
2201,2025-12-19
2202,2023-02-18
2204,2015-03-31
2205,2017-03-04
2209,2020-04-04
2210,2022-03-11
2211,2025-02-26
2212,2015-08-12
2213,2017-07-12
2215,2019-08-30
2217,2024-05-05
2218,2018-08-07
2219,2021-08-27
2220,2021-05-24
2222,2016-10-22
2223,2019-02-10
2224,2017-06-15
2226,2025-08-16
2227,2024-09-07
2228,2022-04-26
2230,2018-07-11
2231,2024-10-01
2233,2021-09-20
2234,2016-05-06
2235,2015-12-04
2238,2021-05-06
2241,2016-06-26
2242,2023-03-25
2244,2018-09-27
2245,2020-10-01
2246,2020-10-02
2248,2019-06-01
2250,2022-02-03
2251,2025-10-01
2252,2025-01-21
2253,2023-10-31
2254,2022-08-20
2255,2022-02-05
2256,2020-11-30
2257,2019-07-16
2258,2022-01-13
2259,2024-02-05
2261,2018-12-31
2262,2018-10-18
2263,2016-03-12
2265,2016-05-15
2266,2019-06-29
2267,2017-08-06
2268,2017-02-22
2270,2025-12-01
2275,2020-03-28
2277,2017-01-24
2278,2024-12-16
2279,2020-06-03
2280,2020-01-01
2281,2021-05-25
2282,2024-12-30
2283,2016-10-31
2286,2015-09-09
2287,2022-03-06
2288,2016-07-28
2290,2022-05-22
2292,2024-06-27
2293,2024-08-25
2295,2016-09-02
2296,2021-07-12
2297,2019-07-12
2299,2025-08-04
2301,2020-05-11
2302,2017-08-26
2303,2017-01-18
2304,2016-09-03
2305,2023-04-20
2307,2019-12-04
2308,2019-02-14
2309,2025-05-13
2312,2015-06-25
2314,2021-10-09
2320,2018-06-18
2321,2020-06-27
2323,2017-07-23
2324,2025-10-15
2325,2020-08-08
2327,2024-07-13
2328,2019-04-27
2329,2024-12-25
2332,2021-01-01
2333,2023-07-08
2335,2020-10-03
2336,2018-12-05
2337,2017-09-28
2338,2024-11-04
2341,2023-04-18
2342,2024-05-31
2343,2022-11-08
2344,2018-12-05
2345,2017-10-21
2346,2017-06-09
2347,2016-01-21
2349,2020-10-26
2352,2015-05-19
2353,2021-03-06
2355,2023-12-03
2356,2017-10-04
2359,2019-09-20
2361,2017-08-29
2362,2023-06-30
2363,2018-02-07
2365,2020-02-02
2367,2024-03-23
2369,2023-03-13
2370,2016-04-22
2371,2025-11-02
2372,2019-10-18
2373,2017-08-22
2374,2016-05-07
2375,2023-02-22
2378,2023-09-20
2380,2016-07-28
2382,2020-04-05
2383,2019-02-18
2384,2018-06-07
2385,2016-02-20
2386,2015-09-13
2387,2018-08-21
2388,2025-06-18
2389,2019-09-13
2390,2024-11-22
2391,2019-12-27
2392,2021-05-09
2395,2017-09-01
2396,2015-04-25
2397,2024-12-13
2398,2021-11-21
2399,2021-01-24
2400,2020-09-02
2401,2021-06-25
2402,2021-05-05
2404,2018-09-23
2405,2020-08-12
2409,2024-09-11
2410,2020-02-18
2411,2023-02-26
2412,2021-04-16
2414,2015-01-04
2415,2015-08-26
2418,2022-03-31
2419,2023-09-30
2420,2023-08-21
2421,2020-12-20
2422,2020-02-14
2423,2020-02-02
2424,2018-01-17
2425,2022-01-07
2426,2019-04-29
2428,2017-06-30
2430,2016-03-20
2431,2025-09-16
2432,2017-01-12
2433,2018-11-26
2434,2020-05-16
2436,2017-05-18
2437,2019-04-02
2439,2025-11-13
2440,2016-11-04
2441,2022-01-24
2445,2025-09-10
2446,2020-08-29
2447,2025-04-17
2450,2019-03-12
2452,2016-12-20
2453,2020-06-03
2455,2025-12-06
2457,2025-09-27
2458,2017-06-20
2459,2024-06-07
2461,2023-06-19
2462,2023-08-21
2463,2024-11-14
2467,2019-04-28
2468,2023-08-14
2469,2019-11-17
2470,2016-12-19
2472,2020-08-23
2473,2015-04-07
2475,2025-12-07
2477,2022-08-08
2478,2023-09-09
2479,2023-08-03
2480,2024-03-10
2481,2019-05-11
2482,2024-10-28
2483,2021-05-25
2487,2019-08-15
2489,2017-09-12
2490,2022-06-11
2491,2017-12-09
2492,2024-12-31
2493,2020-02-17
2494,2024-06-27
2495,2017-03-26
2496,2021-03-28
2498,2023-02-08
2499,2024-05-24
2500,2015-09-11
2501,2018-09-20
2504,2017-05-09
2505,2022-03-15
2506,2022-04-10
2507,2024-03-15
2508,2024-10-10
2510,2019-08-09
2516,2016-06-30
2518,2024-08-11
2519,2022-04-30
2521,2021-06-18
2522,2017-01-04
2524,2022-05-06
2526,2023-08-05
2527,2018-06-11
2530,2015-01-10
2531,2017-02-15
2532,2020-03-15
2533,2021-10-25
2534,2024-10-17
2535,2025-08-31
2537,2018-11-16
2539,2017-01-04
2540,2023-04-20
2541,2016-07-24
2542,2019-10-05
2545,2025-10-29
2546,2019-03-16
2547,2018-11-12
2549,2021-02-03
2550,2025-01-28
2551,2015-02-20
2552,2017-07-25
2553,2023-08-23
2554,2016-10-05
2555,2017-06-26
2556,2024-11-26
2557,2020-08-17
2558,2018-10-19
2559,2020-07-01
2560,2023-03-03
2562,2021-12-27
2563,2024-04-16
2564,2016-03-26
2565,2015-11-12
2566,2019-07-30
2567,2015-04-02
2569,2022-03-21
2570,2018-04-02
2571,2022-01-01
2572,2019-10-18
2573,2016-11-16
2574,2015-07-21
2575,2018-08-23
2578,2025-11-18
2582,2019-01-03
2585,2021-11-07
2586,2023-03-20
2587,2023-10-08
2588,2022-05-21
2589,2019-05-12
2590,2020-02-24
2592,2015-10-15
2596,2022-06-28
2597,2018-06-08
2598,2023-06-07
2599,2015-11-12
2601,2015-08-15
2602,2021-06-06
2603,2024-06-25
2604,2018-10-08
2606,2024-05-20
2607,2024-09-27
2608,2016-01-09
2609,2025-08-13
2610,2016-12-05
2615,2024-12-16
2617,2022-10-19
2618,2023-03-01
2619,2015-08-10
2620,2017-07-23
2621,2022-12-16
2622,2016-06-07
2623,2024-01-19
2624,2015-01-21
2625,2020-05-16
2627,2025-07-26
2628,2024-04-13
2632,2021-08-26
2634,2019-05-23
2635,2018-11-13
2636,2025-04-04
2637,2019-03-15
2638,2020-06-28
2640,2015-06-03
2641,2022-05-30
2642,2021-02-13
2643,2021-04-13
2645,2020-12-17
2646,2025-08-09
2647,2023-10-30
2649,2016-01-31
2652,2023-08-15
2654,2024-08-22
2656,2025-04-12
2657,2016-02-15
2658,2020-03-24
2659,2018-09-23
2664,2016-07-24
2665,2020-11-04
2666,2021-01-09
2668,2019-11-30
2669,2023-03-02
2670,2023-12-07
2671,2015-10-05
2672,2021-07-08
2673,2018-08-09
2674,2015-03-08
2676,2022-05-21
2679,2023-09-25
2680,2015-08-03
2682,2017-08-22
2683,2021-08-28
2685,2018-09-20
2687,2021-05-05
2688,2025-02-06
2690,2015-08-01
2691,2015-04-01
2693,2022-06-28
2695,2020-04-16
2701,2019-12-09
2702,2024-05-16
2703,2018-03-28
2704,2022-04-12
2705,2023-12-22
2706,2018-10-01
2707,2019-07-08
2708,2022-12-07
2709,2020-06-20
2710,2024-04-03
2711,2017-07-11
2712,2017-12-13
2713,2023-11-16
2718,2019-10-23
2719,2016-05-21
2720,2025-03-09
2721,2020-04-13
2723,2022-08-30
2724,2024-03-10
2725,2021-09-25
2726,2018-11-22
2729,2021-11-26
2730,2017-01-27
2731,2016-05-28
2732,2016-08-08
2735,2025-10-16
2736,2025-03-24
2738,2021-05-09
2740,2022-10-26
2741,2019-08-25
2742,2023-03-12
2743,2019-08-24
2744,2022-07-03
2745,2024-06-07
2746,2024-08-02
2747,2025-06-27
2748,2022-10-03
2750,2019-02-23
2751,2024-01-11
2752,2020-06-14
2753,2022-07-17
2754,2015-08-04
2757,2015-07-31
2758,2019-07-16
2759,2019-07-23
2761,2016-09-26
2762,2021-03-13
2763,2017-11-06
2764,2016-08-18
2765,2023-07-23
2766,2023-02-25
2768,2018-09-19
2769,2019-06-14
2770,2018-12-30
2772,2023-12-18
2776,2016-08-03
2778,2015-11-19
2780,2022-04-10
2781,2015-06-02
2783,2024-01-29
2785,2019-07-20
2786,2020-05-31
2788,2024-10-07
2790,2025-11-26
2791,2018-10-06
2793,2024-07-13
2796,2021-12-28
2798,2016-03-09
2799,2020-09-30
2800,2017-12-28
2801,2019-01-30
2802,2016-02-29
2805,2015-12-08
2806,2024-07-23
2807,2021-08-25
2808,2023-04-24
2809,2023-07-10
2810,2022-06-23
2811,2019-06-29
2812,2023-09-08
2813,2024-03-12
2814,2016-03-04
2815,2020-12-15
2817,2019-08-13
2819,2019-07-30
2820,2021-03-28
2821,2022-07-22
2822,2016-08-22
2823,2019-11-21
2824,2023-03-25
2825,2019-06-18
2826,2020-04-25
2827,2018-01-25
2831,2020-09-24
2832,2018-11-10
2833,2017-02-25
2834,2020-04-09
2835,2024-09-14
2836,2025-11-15
2839,2021-11-01
2841,2019-06-07
2843,2022-12-24
2845,2015-07-16
2846,2016-06-08
2848,2022-07-12
2849,2016-04-22
2850,2018-05-23
2851,2019-11-02
2852,2025-08-21
2855,2022-10-23
2857,2017-06-25
2858,2022-06-20
2859,2020-08-19
2862,2023-06-24
2863,2017-08-18
2865,2022-07-16
2867,2022-02-09
2868,2025-04-29
2869,2015-08-30
2871,2017-06-11
2872,2020-02-25
2873,2025-05-10
2875,2015-01-15
2876,2018-09-18
2877,2018-08-16
2879,2019-09-15
2880,2018-08-17
2883,2015-01-18
2884,2018-05-17
2885,2025-12-13
2886,2016-06-26
2888,2017-01-26
2889,2016-08-14
2890,2016-05-21
2892,2021-05-05
2893,2021-01-16
2894,2025-07-12
2896,2023-10-25
2897,2025-07-13
2898,2019-07-01
2900,2022-01-27
2901,2024-12-04
2902,2018-09-23
2903,2015-06-29
2904,2020-10-28
2905,2018-09-06
2907,2022-02-19
2908,2024-09-06
2909,2022-04-11
2910,2018-10-22
2911,2016-09-25
2912,2017-06-24
2914,2019-11-17
2915,2021-05-15
2916,2015-03-19
2917,2017-11-14
2918,2016-08-29
2919,2025-02-08
2921,2023-11-24
2922,2021-12-30
2924,2025-06-03
2925,2018-01-26
2926,2023-03-02
2927,2018-06-25
2928,2017-11-09
2929,2019-03-09
2930,2024-08-18
2932,2015-05-21
2933,2022-02-11
2934,2023-03-18
2935,2017-02-21
2936,2017-06-11
2938,2015-02-25
2939,2017-12-25
2941,2022-07-25
2942,2025-11-15
2943,2021-06-22
2944,2016-01-26
2945,2025-10-30
2946,2022-03-17
2947,2023-01-02
2948,2020-02-06
2949,2025-11-07
2951,2016-09-29
2952,2024-02-24
2953,2017-01-14
2954,2021-05-20
2955,2023-07-18
2959,2019-03-09
2960,2018-04-05
2961,2025-09-02
2962,2016-12-13
2964,2015-07-28
2965,2017-06-17
2966,2016-09-30
2969,2018-09-06
2971,2018-10-29
2972,2017-02-03
2973,2025-06-24
2974,2021-01-07
2975,2024-12-31
2976,2020-08-09
2978,2024-03-25
2979,2022-07-28
2980,2017-09-30
2981,2024-01-24
2984,2019-11-07
2988,2021-09-18
2989,2024-05-04
2990,2020-05-15
2991,2025-09-05
2992,2025-07-15
2994,2023-03-21
2995,2023-02-03
2996,2025-01-27
2998,2015-12-11
2999,2021-07-07
3000,2020-10-28
3001,2018-02-07
3002,2020-02-02
3003,2024-07-27
3004,2023-05-28
3005,2018-08-23
3006,2024-04-14
3007,2019-06-09
3012,2018-10-27
3013,2023-01-28
3014,2022-10-02
3016,2019-05-05
3017,2018-02-27
3018,2024-02-29
3019,2025-08-10
3020,2021-03-23
3021,2015-03-28
3022,2020-10-09
3023,2023-07-15
3024,2023-04-18
3025,2020-07-31
3026,2017-10-18
3027,2015-01-12
3028,2022-10-07
3029,2021-02-21
3030,2021-08-15
3031,2019-02-06
3032,2021-07-19
3033,2018-10-16
3035,2018-05-04
3036,2022-03-08
3037,2020-08-03
3038,2021-05-12
3041,2021-08-24
3042,2015-06-12
3043,2022-04-13
3046,2020-12-17
3047,2024-01-25
3049,2017-07-06
3050,2018-01-03
3051,2020-09-27
3053,2019-09-03
3054,2016-02-29
3055,2017-06-12
3056,2020-05-09
3058,2019-10-26
3059,2016-07-14
3060,2018-02-12
3061,2021-08-12
3062,2020-05-21
3063,2021-03-05
3064,2021-06-08
3067,2017-01-26
3068,2025-05-07
3069,2024-12-20
3070,2019-11-27
3071,2015-05-31
3072,2018-12-02
3075,2018-05-31
3076,2017-04-10
3077,2021-07-19
3078,2025-03-27
3079,2020-03-03
3080,2025-03-09
3081,2018-12-09
3082,2023-07-23
3083,2021-01-21
3084,2016-03-21
3085,2022-05-20
3086,2025-11-28
3087,2024-07-11
3088,2015-09-07
3089,2015-07-26
3090,2024-07-24
3093,2020-06-01
3094,2020-12-03
3096,2022-06-09
3098,2018-09-17
3099,2019-09-17
3101,2016-07-09
3102,2017-05-15
3103,2015-12-17
3104,2020-10-11
3105,2023-10-15
3106,2016-03-11
3107,2019-12-30
3108,2018-06-23
3109,2020-01-25
3110,2015-03-27
3113,2018-07-02
3114,2016-09-15
3115,2017-03-15
3116,2015-10-21
3119,2023-08-18
3121,2018-08-12
3122,2019-04-16
3123,2018-06-06
3125,2021-01-31
3127,2020-01-24
3128,2016-05-28
3129,2021-08-11
3131,2020-10-21
3132,2015-10-25
3134,2024-04-20
3135,2024-04-21
3136,2017-07-11
3137,2022-08-31
3138,2023-06-11
3140,2016-07-09
3142,2024-05-22
3143,2018-09-27
3144,2015-07-15
3145,2020-06-16
3147,2023-03-20
3150,2020-04-19
3151,2018-11-26
3153,2017-11-27
3157,2016-12-13
3158,2023-02-20
3159,2023-04-09
3160,2023-01-09
3161,2017-06-14
3162,2021-09-02
3164,2020-09-08
3165,2024-11-02
3166,2019-05-28
3167,2018-04-24
3169,2024-11-28
3170,2019-10-01
3172,2017-12-21
3173,2024-06-15
3174,2019-05-22
3175,2017-05-16
3176,2017-11-30
3177,2017-03-02
3179,2023-01-02
3181,2020-07-16
3183,2018-03-03
3184,2025-03-02
3185,2018-06-12
3186,2018-04-09
3189,2021-01-31
3190,2021-09-18
3191,2021-08-02
3192,2024-07-03
3195,2019-01-26
3197,2021-08-03
3199,2015-06-14
3200,2019-06-17
3201,2025-01-05
3202,2020-11-06
3203,2015-08-23
3204,2025-01-09
3207,2017-07-05
3208,2024-04-14
3210,2022-02-12
3211,2021-08-17
3212,2023-08-31
3213,2025-11-02
3214,2020-02-05
3215,2020-10-27
3216,2015-08-15
3217,2023-05-09
3218,2020-08-20
3219,2020-10-29
3221,2020-05-07
3222,2022-04-22
3223,2018-10-13
3224,2020-01-16
3225,2025-03-16
3226,2015-08-15
3230,2019-12-07
3231,2023-08-14
3233,2023-07-01
3234,2021-01-19
3235,2018-06-05
3237,2023-07-03
3238,2017-10-21
3239,2018-02-17
3242,2023-09-06
3243,2022-02-07
3245,2025-11-06
3246,2015-02-20
3247,2018-02-14
3248,2023-07-10
3249,2023-04-15
3250,2016-10-06
3251,2021-02-02
3252,2021-05-31
3253,2015-04-15
3254,2024-01-26
3256,2019-10-10
3258,2015-11-01
3260,2018-12-03
3262,2021-02-16
3265,2019-12-24
3266,2015-12-05
3267,2020-06-19
3268,2016-08-16
3270,2015-03-19
3272,2019-06-13
3273,2019-06-12
3274,2017-05-26
3275,2017-07-22
3277,2019-06-15
3278,2021-11-08
3279,2022-06-08
3280,2023-05-10
3281,2017-01-15
3282,2025-05-26
3283,2017-07-14
3284,2023-07-08
3285,2018-07-23
3289,2022-11-06
3290,2023-07-09
3291,2018-11-17
3295,2017-10-25
3296,2018-03-24
3297,2017-07-16
3298,2021-09-22
3299,2018-05-26
3300,2017-02-01
3301,2021-10-31
3302,2023-03-01
3305,2025-10-16
3306,2022-03-16
3308,2025-04-30
3309,2019-10-07
3311,2016-04-02
3312,2024-11-25
3313,2020-10-06
3314,2021-06-23
3315,2015-07-29
3316,2018-03-13
3317,2025-04-24
3318,2022-10-24
3319,2021-10-06
3320,2018-11-09
3321,2024-05-09
3322,2025-06-03
3323,2024-08-08
3327,2020-02-15
3329,2020-11-18
3330,2019-06-29
3332,2019-03-22
3333,2017-05-29
3335,2025-01-12
3336,2021-08-14
3337,2016-05-03
3339,2018-11-27
3340,2015-10-13
3341,2019-11-02
3342,2021-10-05
3344,2023-09-13
3345,2021-03-05
3347,2022-11-07
3348,2015-05-17
3349,2019-05-06
3350,2020-08-29
3351,2019-11-07
3353,2022-11-24
3355,2020-11-27
3356,2019-11-15
3358,2020-11-21
3359,2023-04-09
3360,2016-01-30
3362,2023-04-16
3364,2017-04-07
3365,2018-03-20
3366,2020-08-11
3369,2019-09-06
3370,2024-12-17
3371,2020-06-11
3374,2023-11-19
3376,2025-12-29
3377,2025-08-18
3378,2015-07-25
3380,2021-09-18
3381,2015-05-11
3382,2020-09-09
3383,2023-05-08
3386,2025-08-01
3387,2017-11-16
3388,2021-12-31
3390,2018-10-11
3393,2017-07-22
3394,2024-10-12
3395,2016-09-05
3397,2023-09-04
3398,2023-01-11
3399,2022-11-05
3400,2021-09-03
3403,2021-03-22
3404,2025-02-24
3405,2016-06-13
3406,2023-08-07
3408,2024-06-25
3409,2016-12-05
3411,2025-08-28
3412,2020-01-22
3415,2016-11-13
3417,2015-03-07
3418,2016-06-08
3419,2015-01-03
3421,2023-07-04
3422,2019-12-25
3424,2015-09-11
3426,2016-04-16
3427,2020-04-17
3428,2024-11-25
3429,2019-01-28
3430,2022-04-20
3431,2018-11-07
3433,2022-01-02
3435,2017-08-22
3436,2022-12-07
3437,2025-08-09
3439,2021-02-23
3441,2021-01-09
3443,2021-10-18
3444,2016-01-05
3446,2024-01-18
3447,2017-01-15
3448,2015-07-27
3449,2025-01-22
3450,2018-10-24
3451,2017-04-22
3452,2018-11-10
3453,2019-06-27
3454,2018-11-23
3456,2019-12-03
3457,2025-03-06
3458,2025-03-26
3459,2020-07-17
3460,2024-01-12
3461,2024-05-12
3465,2017-09-17
3466,2017-07-01
3467,2020-11-14
3468,2015-11-29
3469,2023-01-24
3471,2018-06-12
3473,2025-07-07
3474,2021-05-24
3477,2017-01-08
3478,2023-07-30
3479,2025-02-09
3480,2024-04-01
3481,2019-08-30
3482,2025-04-14
3483,2018-07-09
3486,2021-05-27
3487,2019-03-14
3488,2023-08-22
3489,2015-06-24
3490,2025-11-26
3491,2020-10-03
3493,2024-01-20
3494,2019-09-18
3495,2021-02-18
3497,2015-02-21
3498,2015-04-19
3499,2017-07-21
3500,2016-10-14
3502,2015-07-22
3503,2019-05-05
3504,2024-12-16
3506,2022-04-22
3507,2023-09-19
3508,2021-04-06
3509,2020-05-10
3510,2016-04-26
3511,2024-09-21
3512,2024-06-26
3513,2021-10-24
3515,2022-09-01
3516,2025-09-23
3517,2021-04-01
3519,2024-08-24
3521,2017-08-14
3522,2017-01-22
3526,2018-04-22
3529,2018-02-14
3531,2017-02-03
3532,2024-05-12
3533,2017-04-22
3534,2020-02-19
3535,2025-02-14
3536,2023-03-10
3537,2018-09-28
3539,2024-08-05
3540,2024-01-30
3541,2023-11-13
3542,2017-03-25
3543,2015-04-13
3544,2025-04-24
3545,2019-07-29
3546,2024-05-08
3548,2020-10-01
3549,2024-08-11
3552,2024-01-01
3554,2017-08-02
3555,2019-06-27
3556,2016-05-01
3557,2016-04-24
3560,2023-03-20
3562,2017-11-20
3563,2015-05-10
3564,2023-09-28
3565,2021-11-03
3569,2023-08-14
3570,2015-12-23
3571,2024-01-03
3572,2022-02-25
3573,2019-01-18
3574,2018-03-09
3575,2025-03-14
3576,2020-01-15
3577,2018-06-27
3578,2018-06-05
3579,2015-07-01
3580,2017-11-03
3581,2025-07-24
3582,2021-10-26
3583,2019-03-01
3584,2018-11-19
3586,2015-04-20
3587,2025-06-03
3588,2015-06-16
3590,2023-08-10
3592,2022-03-01
3593,2022-04-28
3595,2015-11-15
3596,2019-11-07
3597,2023-10-18
3599,2023-08-08
3601,2025-05-15
3602,2018-03-09
3603,2018-03-29
3605,2025-04-13
3606,2023-07-01
3607,2025-10-25
3608,2023-06-26
3609,2015-02-05
3610,2019-11-02
3611,2023-06-20
3612,2016-05-05
3613,2018-05-20
3614,2022-04-02
3615,2020-01-04
3618,2021-01-01
3620,2016-01-12
3621,2023-07-23
3622,2021-12-09
3625,2024-12-03
3626,2018-06-15
3628,2015-09-28
3629,2019-11-12
3630,2018-12-28
3632,2015-03-15
3633,2023-12-21
3634,2022-04-29
3635,2017-01-04
3636,2018-10-20
3638,2018-03-25
3641,2021-08-07
3642,2016-11-26
3644,2022-06-16
3646,2017-07-06
3647,2018-10-18
3648,2024-04-02
3649,2015-04-14
3650,2015-10-29
3653,2015-12-23
3655,2019-10-25
3657,2018-02-05
3658,2024-06-14
3659,2017-12-29
3660,2016-10-31
3662,2020-02-23
3663,2016-01-07
3665,2023-09-13
3666,2024-05-25
3667,2022-10-16
3668,2025-08-14
3671,2022-07-01
3672,2025-05-29
3673,2025-10-11
3674,2021-04-26
3675,2020-11-10
3676,2015-11-03
3682,2023-09-14
3683,2016-08-01
3684,2022-05-12
3685,2021-03-30
3686,2022-01-17
3687,2017-11-22
3688,2023-11-14
3690,2016-05-02
3691,2022-10-19
3692,2016-12-21
3693,2020-11-27
3694,2018-04-24
3695,2019-07-04
3696,2021-12-10
3699,2015-06-09
3700,2021-02-13
3701,2022-05-26
3702,2020-06-26
3703,2022-10-04
3705,2023-05-24
3707,2025-03-25
3710,2020-11-24
3712,2023-07-22
3714,2015-02-13
3716,2022-08-05
3717,2020-01-26
3719,2018-03-04
3721,2021-04-02
3723,2015-08-17
3724,2017-05-19
3725,2019-04-17
3726,2020-09-03
3727,2024-11-04
3728,2020-06-07
3729,2021-11-18
3733,2016-05-29
3735,2018-03-02
3737,2025-03-06
3738,2015-08-09
3739,2016-12-02
3740,2017-09-16
3741,2015-11-28
3742,2020-01-22
3743,2017-01-17
3744,2020-03-22
3746,2015-01-12
3747,2022-04-16
3748,2023-09-30
3749,2016-06-15
3750,2022-05-20
3751,2020-06-06
3753,2021-10-07
3754,2023-09-06
3755,2023-06-18
3757,2016-01-03
3758,2018-06-23
3761,2021-04-03
3763,2018-04-24
3764,2019-09-29
3765,2023-03-11
3766,2022-03-28
3768,2015-11-05
3770,2023-08-13
3771,2015-10-06
3774,2025-08-01
3776,2015-06-23
3777,2022-06-03
3779,2015-04-18
3780,2021-05-20
3783,2024-06-29
3786,2015-07-19
3788,2016-07-15
3789,2022-11-17
3791,2016-11-22
3792,2023-06-16
3793,2022-05-01
3794,2016-10-25
3795,2018-10-04
3796,2025-02-14
3798,2023-08-11
3800,2021-02-21
3801,2021-12-06
3802,2017-09-06
3803,2021-10-22
3804,2021-10-30
3805,2023-02-01
3806,2016-10-09
3809,2017-01-16
3810,2022-03-11
3812,2018-08-03
3813,2019-02-28
3814,2021-07-19
3816,2016-02-04
3817,2017-10-13
3820,2016-01-10
3821,2022-04-29
3823,2021-03-06
3825,2016-02-10
3826,2017-04-16
3829,2018-09-21
3830,2021-12-17
3831,2017-12-31
3832,2015-04-08
3833,2015-03-24
3834,2019-08-19
3835,2015-12-16
3838,2023-11-21
3841,2024-12-30
3843,2022-11-05
3845,2016-03-24
3847,2022-12-08
3849,2016-11-16
3851,2025-06-28
3852,2023-03-08
3854,2015-02-01
3855,2016-11-14
3856,2019-03-08
3857,2015-11-15
3858,2023-09-09
3859,2024-02-17
3862,2017-08-13
3863,2025-05-15
3864,2017-03-21
3865,2015-06-02
3866,2016-12-17
3868,2018-10-01
3870,2018-09-02
3871,2018-11-25
3872,2019-10-01
3874,2016-11-25
3875,2023-09-28
3878,2022-04-25
3879,2016-11-28
3880,2019-11-30
3881,2020-10-24
3882,2020-03-31
3883,2015-10-30
3885,2016-02-21
3886,2020-06-23
3887,2022-02-07
3890,2023-12-29
3891,2018-03-09
3892,2023-11-22
3893,2025-05-03
3894,2023-11-12
3895,2018-04-02
3897,2015-05-29
3898,2017-02-11
3899,2025-12-17
3901,2015-11-19
3902,2025-01-15
3906,2023-03-22
3911,2017-05-23
3912,2022-04-11
3913,2023-09-17
3915,2025-05-23
3916,2017-07-03
3917,2018-04-24
3918,2024-08-17
3919,2016-12-01
3920,2015-09-20
3921,2022-07-17
3922,2015-05-23
3923,2025-01-19
3924,2020-04-16
3926,2023-09-28
3927,2019-01-15
3929,2023-04-03
3931,2023-09-22
3933,2015-04-12
3935,2019-04-01
3936,2025-01-06
3939,2024-01-20
3940,2020-01-17
3941,2016-10-17
3942,2021-11-09
3943,2019-08-01
3944,2018-04-08
3945,2025-06-01
3946,2019-09-16
3947,2022-06-15
3948,2023-11-07
3949,2025-11-04
3950,2016-12-16
3953,2015-05-03
3955,2019-01-20
3956,2019-07-26
3957,2015-07-03
3959,2025-10-06
3960,2022-08-28
3961,2023-02-09
3962,2023-09-18
3963,2024-10-21
3964,2020-06-02
3965,2025-03-11
3966,2017-12-20
3967,2016-03-27
3968,2017-01-12
3969,2020-02-08
3970,2025-04-10
3971,2023-10-28
3972,2016-05-09
3973,2018-04-28
3975,2018-11-12
3976,2022-08-18
3977,2019-12-15
3978,2024-12-07
3981,2019-12-09
3982,2024-02-07
3983,2016-07-05
3984,2021-05-10
3985,2015-10-30
3988,2018-10-27
3990,2018-01-14
3991,2017-07-08
3992,2025-06-22
3993,2021-01-10
3994,2021-06-24
3995,2020-01-08
3998,2023-01-21
3999,2020-03-19
4000,2015-10-17
4001,2017-07-29
4002,2015-03-22
4003,2020-08-27
4006,2024-05-17
4007,2018-10-05
4008,2024-08-22
4009,2016-05-03
4010,2024-01-17
4011,2022-01-26
4012,2018-01-05
4013,2024-02-04
4014,2024-09-07
4015,2025-02-19
4016,2023-11-10
4017,2017-11-28
4018,2018-02-03
4019,2020-06-20
4020,2024-07-11
4021,2021-01-01
4022,2024-07-03
4023,2025-02-09
4024,2015-11-06
4026,2024-07-09
4027,2020-05-20
4028,2022-09-03
4029,2024-03-08
4030,2022-09-09
4031,2022-12-06
4032,2019-05-03
4033,2018-08-10
4034,2019-08-14
4035,2025-02-02
4036,2021-04-15
4037,2018-07-23
4038,2025-04-17
4040,2022-07-08
4041,2018-09-14
4046,2025-01-05
4047,2023-03-23
4049,2019-08-23
4052,2019-06-25
4053,2020-05-03
4056,2017-02-17
4059,2025-04-23
4060,2017-08-12
4061,2016-03-10
4062,2022-12-20
4063,2022-05-19
4064,2022-11-04
4065,2015-09-05
4066,2019-07-20
4067,2023-01-03
4068,2022-12-30
4069,2018-02-06
4070,2025-09-18
4072,2020-10-18
4073,2020-01-07
4074,2018-07-15
4075,2023-10-09
4076,2023-06-16
4077,2022-07-15
4078,2024-11-30
4079,2015-12-10
4081,2019-08-01
4083,2020-03-09
4084,2022-11-14
4085,2020-12-05
4087,2017-02-07
4088,2020-05-23
4090,2018-10-13
4091,2022-02-08
4092,2018-02-06
4095,2023-05-12
4099,2019-01-16
4100,2022-08-30
4102,2015-03-26
4104,2017-10-29
4106,2022-02-01
4107,2020-03-11
4110,2024-06-28
4111,2025-09-22
4113,2023-11-01
